label,x,y
0,30.083872419490177,39.630935636760135
0,31.276127569604565,51.775107386915316
0,34.12137980867422,49.27574806716645
0,32.58222214280255,41.232996587068016
0,34.65068781920568,45.47956154063499
0,33.80513374229721,44.24656084456096
0,33.63327365018671,53.355365560829654
0,30.327833657304517,31.248901072566
0,30.464384627975804,55.75775399569979
0,34.49551019198753,53.125435284707606
0,34.36730499568919,48.504042112858905
0,29.79268154378099,47.93710569457324
0,31.876721869349986,47.73751742422036
0,38.57119657173458,43.0888150085612
0,30.972432974062293,51.26553867014307
0,33.308435457395895,47.41152445310963
0,34.44252146511459,49.41932681775529
0,31.62619478704328,48.629810544776205
0,29.04951887202611,44.20037414171522
0,33.39989847238137,46.86379727146709
0,34.79443397787889,53.450499997795056
0,28.055265537238053,45.380420587406626
0,33.77581522568636,47.83237424643146
0,29.712451978688787,54.24931884797227
0,36.320929937041484,46.06030190824197
0,32.43581177310642,48.21927398400801
0,33.057141068752045,48.417926851055356
0,35.206749921920725,45.0328759122301
0,29.624111069934962,42.26302132464833
0,33.129877849202856,41.91431530303402
0,31.561131078558986,38.0175678139814
0,29.7034862068832,41.889691729236084
0,34.499220533482706,44.76009073204999
0,33.08932638125598,47.87679831296262
0,31.330326207903596,50.41189426933369
0,30.84243350915728,38.62356219153111
0,32.18304168163835,47.65035683848067
0,28.347292154827414,38.86600973077457
0,33.935950320587274,53.14166879923379
0,36.653605487469804,50.9435740611142
0,32.173983468978065,51.58737945266699
0,28.195557562649334,50.12031972776519
0,35.61931057493417,47.456113721352274
0,32.57356858641138,44.791582613929904
0,34.83836090846818,37.17074400811369
0,32.982376890300024,52.971361582151886
0,29.87578140902437,42.94866728229988
0,27.722990919279177,44.17249571078095
0,36.9440623354405,43.22565478859305
0,38.92214967032005,48.06300217513557
0,36.596569594501744,43.66001056354197
0,36.05754500564507,41.59929772247292
0,31.829359736441592,49.05680679961517
0,31.993041427106643,39.998152446840535
0,27.92623343497146,47.76653559838862
0,84.76339339289905,38.2765355982356
0,86.78386515413105,33.68769462869027
0,87.85443027974003,38.00074960255276
0,87.363733553123,31.221670448308377
0,91.15418861330444,35.02463861787528
0,94.10561715943852,35.26306052885584
0,89.91922201161412,33.885208836303335
0,94.88805898954979,36.62304402007436
0,93.82707258881169,33.18362572759889
0,82.94666942916447,33.78611694378447
0,87.08141998507283,33.05965668676333
0,87.13682400722787,33.303277841509406
0,89.13790011151376,34.60060062304315
0,88.50721426905355,35.703443287782484
0,89.9434177788834,34.70618982780437
0,93.08929967013538,37.14610195545961
0,88.56262438873016,37.23160875394969
0,83.3150940165027,34.753571046838466
0,84.38374562051413,35.15183671440682
