label,x,y
0,70.88469096800273,83.17701556911318
0,74.97176322832009,87.92921740618966
0,73.78332876602086,92.20325436909165
0,66.40747049751533,81.10617322487325
0,69.07399465676312,84.53738604577198
0,72.23616039362015,86.38402566892343
0,70.92513519303102,89.73168433244078
0,77.57454043198574,98.6342495092742
0,72.75623640727986,92.37421910505081
0,69.03660070585472,91.74528790241654
0,67.20828310250268,85.62171579387513
0,71.10116684541019,101.48877173978059
0,68.01709179446378,83.81532737557853
0,72.37628780451496,89.20003988811992
0,70.70260445886355,86.51170827750323
0,69.2368026557685,89.98705442597812
0,65.37137694628717,83.04975842867366
0,69.16043717528723,91.30133223122073
0,73.84689847126137,93.36842571590235
0,69.52171348385366,89.94500516813726
0,67.95124426115656,91.79680950580111
0,72.70260039918847,92.32403820289811
0,67.4731530404167,86.56904590463404
0,66.26135349459776,90.76869717604748
0,75.57814808842762,91.81035164109632
0,68.41028508707767,85.32959091395587
0,68.09381819404717,91.80961286595895
0,76.10678899120784,86.92784069701871
0,65.1612404733428,80.77939756439508
0,65.77994263662116,88.73708352123977
0,69.54418478276992,82.12866339537456
0,71.99745972291485,78.86599310204647
0,67.13947213803218,88.0605005265508
0,72.5217977779555,81.78211506157136
0,68.49424527584696,82.44224160063524
0,73.62703906674554,86.19587131694095
0,68.6014493834819,84.93345289093378
0,81.06559256191683,92.99034732768153
0,68.15575840532945,83.9752746147674
0,64.37189870482628,86.22893520863889
0,67.90532197626673,93.47074135797966
0,72.37433852893692,80.93594197223186
0,70.79669661979962,90.865869428488
0,64.99727020032358,85.80802466431219
0,67.24622581925308,88.50707958227004
0,67.5276882598386,98.8771807011038
0,73.17362978226382,96.58676805260578
0,80.03457443050775,91.47279044304689
0,71.4078929301598,90.15792310084653
0,68.6949569776664,89.33047854050383
0,71.28080398920994,84.72027336086298
0,67.54185112195567,85.54941820215598
0,70.98123126811397,93.74373369929204
0,67.01064979313225,83.36586161079975
0,71.41361046451128,90.11751130477033
0,48.48390726651912,40.06837597655405
0,49.057638959664324,38.49490903626845
0,49.039123720200756,39.839324565799004
0,50.17205253671413,43.06784662432374
0,48.87423949491593,42.093347152560256
0,49.14473557992002,37.78847529343216
0,48.40125765818825,42.338426382371566
0,48.67201370225773,39.545984936190656
0,47.14664354267999,45.14718573068654
0,50.022143358289135,45.69452386670394
0,49.25281092735217,42.64397251362115
0,49.09991050102161,40.07400160304141
0,49.20396805941705,33.66104827803555
0,47.83637224943849,43.82052270766697
0,49.65751628353627,42.55331300145766
0,48.26328792071916,35.64446923789145
0,49.73789945565995,38.845908448367844
0,49.64304961143971,45.91976021673687
0,47.16220563684219,47.574878260284365
0,48.674940111833905,43.56254645117433
0,46.130589454095364,42.06876013456081
0,48.73462007074221,40.56962586403581
0,47.89646064772954,44.9211622645718
0,48.29924860398549,35.4060584014266
0,48.74338268466582,37.1465022986473
0,48.740282489954126,36.5242464447515
0,45.05578802433656,45.21615176513184
0,48.679893657412926,37.87499781274705
0,47.58688127005837,38.753291270434644
0,49.053408210695686,36.47429664496548
0,48.00752858461954,44.835785358389266
0,48.139133319061955,43.73264387693142
0,46.096509291141366,36.21655624043519
0,49.22916143466195,39.46245714945649
0,47.673405670637344,39.54826366664705
0,47.77431259826287,30.91092700358685
0,47.328235418626576,37.033116220630845
0,47.099390226437045,42.396159904237265
0,49.68216723902401,36.630313662871
0,50.47283918016205,43.83972291355394
0,48.83413052361111,41.56444321167993
0,49.621587973797325,47.53151307343822
0,49.518665134081466,47.500663258504304
0,42.110562278025206,75.6791022066833
0,48.38202174549439,72.42181932307244
0,45.65351728322748,73.05771029880702
0,43.577761797638104,72.78652090349617
0,40.5658722922426,74.84798186559236
0,42.058328297846494,75.04874662391886
0,47.47705965575368,74.87967588112032
0,40.739344212683896,76.31974656118878
0,41.9533294088145,73.47731677340487
0,41.504925689662095,74.40347216392664
0,41.87281706636787,76.81666755680237
0,44.944212143993134,75.38936697483635
0,47.79649488896064,74.72165187680004
0,43.275995030995595,74.38732062383136
0,44.87322103371068,73.78029283738383
0,39.42469947899736,74.43206857411656
0,43.722726553094105,75.49388878905039
0,41.22940046311847,74.80721038665446
0,38.81479799901464,74.48936759276651
0,43.1523172649838,71.34146216403936
0,44.19671872340419,72.96087890633312
0,49.54630734663468,74.53042260752996
0,44.70761743978508,74.53150375276941
0,45.4876748608633,74.5798288818812
0,45.53569945452036,74.56817304754603
0,43.342694327310845,75.39871954306275
0,45.19929196218621,73.79459861362052
0,40.90135580628961,73.21486769921306
0,45.23098121524485,72.24428396431439
0,43.00495216810318,74.50557605794972
0,41.10078814378904,75.48428200507931
0,42.476166685886184,75.30344167658028
0,44.609054375964256,73.41015736370032
0,41.17296021461817,75.07450603250771
0,48.155473547723574,74.07028651299552
0,49.00257260750128,75.19068879064572
0,44.70321330211282,74.79381028381404
0,44.55251599022,74.15002588052513
0,43.10261302528395,74.43023152506194
0,43.5945110782533,74.78623737680469
0,45.84207429641606,75.45923412878265
0,44.58467088118575,73.6168033796401
0,39.787982976009424,76.06402060362268
0,44.30864545402576,73.24743033334252
0,41.29851766997369,76.06712165159966
0,41.24281017404492,73.26564423811614
0,42.29888960508838,74.08419387189207
0,43.84215677157268,75.60740051382056
0,41.78333685509914,75.13428003909041
0,46.88954707917317,74.09267685746721
0,41.63613204594239,76.38195411374886
0,44.41355828951756,74.92747622806714
0,45.68225462281234,72.9985250156951
0,43.76048651312153,74.43425904796628
0,40.961792439183995,74.54250560756796
0,41.758762510137956,76.22631593020982
0,43.71899482672443,74.92542133230843
0,37.821079829445644,73.36466001541237
0,41.760450121924926,74.14467130404495
0,41.77188273137973,73.63905407935633
0,44.33897178909886,75.84285402460208
0,46.51681061736633,73.18026993519088
0,96.65315398992598,64.07243514970945
0,91.73866637411292,65.17427668158896
0,97.91846745684308,61.963172860260016
0,94.5545810862917,63.67412334031241
0,98.05995691745599,61.9005999973852
0,93.29748020442663,63.86145848476326
0,95.34163146551894,59.3390542865415
0,94.04884259624178,74.0919806483163
0,97.55832044034102,60.809337962808684
0,97.69326933187831,63.22127694781096
0,88.51387608238676,58.72069447748162
0,95.08437280717482,61.99645529394623
0,93.80638935498563,62.023568935071225
0,97.09999534489081,58.23515314046362
0,96.20467274554213,61.62066546746217
0,92.45228183458562,65.580980989377
0,95.42940586628139,58.41561206802236
0,97.9234113839199,61.380516664396325
0,94.54227848659355,60.10048162894367
0,93.401927840133,67.63076709262023
0,94.87432985417631,71.66537184103522
0,92.45027553261762,65.94468409522287
0,93.38423009446171,66.93471410161185
0,90.88731223283564,60.03321961366295
0,92.8914066509878,61.51275912025972
0,89.84541902124995,59.689425046405624
0,90.42497561311924,65.32529412633775
0,92.9234455069283,63.51318676379248
0,93.07595988295198,58.03310218713774
0,94.95555607485346,70.43940804615558
0,92.94050645062063,64.47822890001966
0,92.54043992065792,64.9503939649793
0,96.27822792710364,65.14047900327758
0,95.78006557150476,70.98647161571483
0,95.84677308228845,60.306493322995834
0,96.07805444616734,67.45204488486819
0,14.10218715540414,59.78771805073573
